"","Rental_ID","Rent_Price","No_Bedrooms","No_Bathrooms","Neighborhood","SubMarket","Borough"
"827",2681,2900,0,1,"Upper East Side","All Upper East Side","Manhattan"
"828",107,9250,2,2,"Upper East Side","All Upper East Side","Manhattan"
"829",7816,13000,3,3,"Tribeca","All Downtown","Manhattan"
"830",4342,4100,2,2,"Long Island City","Northwest Queens","Queens"
"831",2233,10000,2,3,"Tribeca","All Downtown","Manhattan"
"832",2237,4500,2,2,"Midtown East","All Midtown","Manhattan"
"833",1028,3000,1,1,"Midtown East","All Midtown","Manhattan"
"834",9058,2200,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"835",6268,2400,1,1,"Midtown West","All Midtown","Manhattan"
"836",7423,3000,1,1,"Midtown West","All Midtown","Manhattan"
"837",5091,3070,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"838",7651,6861,2,2,"Flatiron","All Downtown","Manhattan"
"839",10001,6917,2,1,"Midtown West","All Midtown","Manhattan"
"840",5853,3445,1,1,"Cobble Hill","Northwest Brooklyn","Brooklyn"
"841",4308,3800,1,1,"Midtown East","All Midtown","Manhattan"
"842",11009,1600,1,1,"Ridgewood","Central Queens","Queens"
"843",3924,3800,1,1,"Upper West Side","All Upper West Side","Manhattan"
"844",9687,2250,2,1,"Greenwood","South Brooklyn","Brooklyn"
"845",1850,9250,2,2,"Upper West Side","All Upper West Side","Manhattan"
"846",5650,4475,2,2,"Long Island City","Northwest Queens","Queens"
"847",3265,9995,2,2,"Upper East Side","All Upper East Side","Manhattan"
"848",9756,5995,2,1,"Upper West Side","All Upper West Side","Manhattan"
"849",7347,1775,1,1,"Kensington","South Brooklyn","Brooklyn"
"850",3794,4280,1,1,"Battery Park City","All Downtown","Manhattan"
"851",2626,4675,2,2,"Williamsburg","North Brooklyn","Brooklyn"
"852",3224,4000,2,1,"Midtown East","All Midtown","Manhattan"
"853",1971,3500,1,1,"Astoria","Northwest Queens","Queens"
"854",10700,4275,1,1,"Upper West Side","All Upper West Side","Manhattan"
"855",4473,3700,0,1,"Midtown West","All Midtown","Manhattan"
"856",8547,2395,0,1,"Midtown East","All Midtown","Manhattan"
"857",8390,9995,3,3,"Midtown East","All Midtown","Manhattan"
"858",2253,6000,2,2,"Battery Park City","All Downtown","Manhattan"
"859",8259,2050,1,1,"Gramercy Park","All Downtown","Manhattan"
"860",2691,3795,2,1,"Downtown Brooklyn","Northwest Brooklyn","Brooklyn"
"861",6003,5000,2,2,"DUMBO","Northwest Brooklyn","Brooklyn"
"862",8871,3000,0,1,"Greenwich Village","All Downtown","Manhattan"
"863",8966,4695,2,2,"Carroll Gardens","Northwest Brooklyn","Brooklyn"
"864",3893,4565,1,1,"Chelsea","All Downtown","Manhattan"
"865",3126,3800,1,1,"Upper West Side","All Upper West Side","Manhattan"
"866",7913,3348,0,1,"DUMBO","Northwest Brooklyn","Brooklyn"
"867",9437,1900,2,1,"Forest Hills","Central Queens","Queens"
"868",1670,2900,2,2,"Washington Heights","All Upper Manhattan","Manhattan"
"869",6620,2395,3,1,"Bushwick","East Brooklyn","Brooklyn"
"870",6489,13500,2,2,"Midtown East","All Midtown","Manhattan"
"871",5089,1999,0,1,"Midtown East","All Midtown","Manhattan"
"872",7612,2970,1,1,"Downtown Brooklyn","Northwest Brooklyn","Brooklyn"
"873",2679,2840,0,1,"Downtown Brooklyn","Northwest Brooklyn","Brooklyn"
"874",6788,3100,1,1,"Roosevelt Island","All Upper East Side","Manhattan"
"875",2699,9750,2,1,"Soho","All Downtown","Manhattan"
"876",788,2500,0,1,"Midtown","All Midtown","Manhattan"
"877",1398,11500,3,2,"Financial District","All Downtown","Manhattan"
"878",10626,3900,4,2,"Central Harlem","All Upper Manhattan","Manhattan"
"879",5569,5400,3,1,"Midtown South","All Midtown","Manhattan"
"880",6887,2425,0,1,"Upper West Side","All Upper West Side","Manhattan"
"881",4631,5940,1,1,"Chelsea","All Downtown","Manhattan"
"882",6755,10495,2,2,"Upper West Side","All Upper West Side","Manhattan"
"883",9786,3500,1,1,"Upper West Side","All Upper West Side","Manhattan"
"884",6768,3000,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"885",6092,6055,2,2,"Midtown West","All Midtown","Manhattan"
"886",115,11538,3,2,"Upper West Side","All Upper West Side","Manhattan"
"887",2599,5900,2,2,"Upper West Side","All Upper West Side","Manhattan"
"888",319,4140,1,1,"Upper West Side","All Upper West Side","Manhattan"
"889",8720,3876,1,1,"Chelsea","All Downtown","Manhattan"
"890",3546,2879,0,1,"Financial District","All Downtown","Manhattan"
"891",9191,13000,2,2,"Upper East Side","All Upper East Side","Manhattan"
"892",3406,3461,1,1,"Fort Greene","Northwest Brooklyn","Brooklyn"
"893",2015,5995,2,2,"Midtown East","All Midtown","Manhattan"
"894",2051,8250,3,2,"Upper East Side","All Upper East Side","Manhattan"
"895",6414,3595,1,1,"Upper West Side","All Upper West Side","Manhattan"
"896",6225,6500,2,2,"Upper West Side","All Upper West Side","Manhattan"
"897",110,18500,2,2,"Upper East Side","All Upper East Side","Manhattan"
"898",483,6350,2,2,"Financial District","All Downtown","Manhattan"
"899",7162,5250,2,2,"Upper East Side","All Upper East Side","Manhattan"
"900",8370,3300,1,1,"Midtown East","All Midtown","Manhattan"
"901",5060,3750,1,2,"Upper West Side","All Upper West Side","Manhattan"
"902",10655,8000,2,2,"Chelsea","All Downtown","Manhattan"
"903",8116,2450,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"904",3680,5200,3,2,"Midtown East","All Midtown","Manhattan"
"905",1338,7795,1,1,"Midtown","All Midtown","Manhattan"
"906",4298,2599,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"907",2932,3500,1,1,"Upper East Side","All Upper East Side","Manhattan"
"908",5944,2495,3,1,"Forest Hills","Central Queens","Queens"
"909",2678,13000,3,3,"Upper East Side","All Upper East Side","Manhattan"
"910",3743,3642,1,1,"Midtown East","All Midtown","Manhattan"
"911",4243,3100,0,1,"Battery Park City","All Downtown","Manhattan"
"912",191,3900,1,1,"Midtown West","All Midtown","Manhattan"
"913",10311,2350,2,1,"Forest Hills","Central Queens","Queens"
"914",1123,3500,1,1,"Midtown East","All Midtown","Manhattan"
"915",7764,2000,1,1,"Sunnyside","Northwest Queens","Queens"
"916",62,2100,1,1,"Carroll Gardens","Northwest Brooklyn","Brooklyn"
"917",11315,7000,3,1,"Midtown West","All Midtown","Manhattan"
"918",6732,1950,0,1,"Greenwood","South Brooklyn","Brooklyn"
"919",2019,8095,3,3,"Battery Park City","All Downtown","Manhattan"
"920",10788,3900,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"921",1701,7500,2,2,"Flatiron","All Downtown","Manhattan"
"922",5706,7995,2,2,"Battery Park City","All Downtown","Manhattan"
"923",4157,3200,0,1,"Upper East Side","All Upper East Side","Manhattan"
"924",179,9000,2,2,"Central Park South","All Midtown","Manhattan"
"925",5670,3365,1,1,"Midtown West","All Midtown","Manhattan"
"926",10170,6465,2,2,"Upper West Side","All Upper West Side","Manhattan"
"927",5466,2900,0,1,"Upper West Side","All Upper West Side","Manhattan"
"928",7682,6700,2,2,"Upper East Side","All Upper East Side","Manhattan"
"929",5185,2700,1,1,"Astoria","Northwest Queens","Queens"
"930",2650,3705,1,1,"Upper West Side","All Upper West Side","Manhattan"
"931",2405,4216,1,1,"Gramercy Park","All Downtown","Manhattan"
"932",10850,2300,2,1,"Bay Ridge","South Brooklyn","Brooklyn"
"933",2690,2300,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"934",2464,3395,1,1,"Upper West Side","All Upper West Side","Manhattan"
"935",7383,3000,3,1,"Fort Greene","Northwest Brooklyn","Brooklyn"
"936",6544,2400,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"937",1837,2735,0,1,"Financial District","All Downtown","Manhattan"
"938",5592,2800,1,1,"Chelsea","All Downtown","Manhattan"
"939",6792,8100,3,2,"Upper East Side","All Upper East Side","Manhattan"
"940",4639,1350,1,1,"Brownsville","East Brooklyn","Brooklyn"
"941",5553,2650,0,1,"Battery Park City","All Downtown","Manhattan"
"942",2666,2900,0,1,"Midtown West","All Midtown","Manhattan"
"943",9098,5555,2,2,"Midtown East","All Midtown","Manhattan"
"944",10629,3400,3,2,"Bushwick","East Brooklyn","Brooklyn"
"945",8163,15900,2,2,"Upper West Side","All Upper West Side","Manhattan"
"946",10515,3575,1,1,"Upper East Side","All Upper East Side","Manhattan"
"947",1815,8750,3,2,"Upper West Side","All Upper West Side","Manhattan"
"948",5268,5275,2,2,"Midtown East","All Midtown","Manhattan"
"949",519,15000,3,3,"Chelsea","All Downtown","Manhattan"
"950",1795,7500,2,2,"Chelsea","All Downtown","Manhattan"
"951",9672,2150,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"952",6890,1895,0,1,"Upper West Side","All Upper West Side","Manhattan"
"953",4336,4750,2,1,"Greenwich Village","All Downtown","Manhattan"
"954",98,4600,0,2,"Financial District","All Downtown","Manhattan"
"955",4067,3150,1,1,"Midtown West","All Midtown","Manhattan"
"956",1519,4050,1,1,"Financial District","All Downtown","Manhattan"
"957",470,2575,0,1,"Williamsburg","North Brooklyn","Brooklyn"
"958",10159,7085,3,2,"Midtown East","All Midtown","Manhattan"
"959",11010,3595,0,1,"Upper West Side","All Upper West Side","Manhattan"
"960",10147,3900,1,1,"Midtown East","All Midtown","Manhattan"
"961",3888,3595,1,1,"Financial District","All Downtown","Manhattan"
"962",8540,5250,2,1,"Upper West Side","All Upper West Side","Manhattan"
"963",5941,2995,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"964",3573,2495,1,1,"East Village","All Downtown","Manhattan"
"965",6815,12500,3,3,"Upper East Side","All Upper East Side","Manhattan"
"966",8058,3645,1,1,"Upper West Side","All Upper West Side","Manhattan"
"967",799,7350,2,2,"Tribeca","All Downtown","Manhattan"
"968",9601,6000,3,2,"Downtown Brooklyn","Northwest Brooklyn","Brooklyn"
"969",5301,5110,1,1,"Midtown South","All Midtown","Manhattan"
"970",2935,2550,1,1,"Midtown East","All Midtown","Manhattan"
"971",4571,2900,1,1,"Midtown West","All Midtown","Manhattan"
"972",4372,4650,1,1,"Upper West Side","All Upper West Side","Manhattan"
"973",8384,3800,3,1,"Upper West Side","All Upper West Side","Manhattan"
"974",10505,3530,0,1,"Chelsea","All Downtown","Manhattan"
"975",1074,2795,0,1,"Financial District","All Downtown","Manhattan"
"976",3386,5800,2,1,"East Village","All Downtown","Manhattan"
"977",5135,2850,3,2,"Bedford-Stuyvesant","East Brooklyn","Brooklyn"
"978",10429,3500,1,1,"Upper West Side","All Upper West Side","Manhattan"
"979",10846,2300,2,1,"Astoria","Northwest Queens","Queens"
"980",89,2215,1,1,"East Harlem","All Upper Manhattan","Manhattan"
"981",9435,1325,0,1,"Sunset Park","South Brooklyn","Brooklyn"
"982",5187,3325,1,1,"Midtown West","All Midtown","Manhattan"
"983",10675,4250,1,1,"Battery Park City","All Downtown","Manhattan"
"984",3470,8500,2,2,"Midtown","All Midtown","Manhattan"
"985",10563,2935,0,1,"Battery Park City","All Downtown","Manhattan"
"986",4,8995,2,2,"Upper East Side","All Upper East Side","Manhattan"
"987",4311,1550,0,1,"Sunnyside","Northwest Queens","Queens"
"988",11061,2650,1,1,"Carroll Gardens","Northwest Brooklyn","Brooklyn"
"989",8077,6594,2,2,"Flatiron","All Downtown","Manhattan"
"990",3096,4595,3,1,"Williamsburg","North Brooklyn","Brooklyn"
"991",491,9850,2,2,"Midtown","All Midtown","Manhattan"
"992",9084,2950,0,1,"Long Island City","Northwest Queens","Queens"
"993",5162,8200,2,2,"Upper West Side","All Upper West Side","Manhattan"
"994",5544,6776,2,2,"Chelsea","All Downtown","Manhattan"
"995",689,5999,1,1,"Midtown East","All Midtown","Manhattan"
"996",9747,2799,1,1,"Greenpoint","North Brooklyn","Brooklyn"
"997",8492,2095,2,1,"Central Harlem","All Upper Manhattan","Manhattan"
"998",11142,2595,0,1,"Upper East Side","All Upper East Side","Manhattan"
"999",5963,3500,1,1,"Lower East Side","All Downtown","Manhattan"
"1000",4902,1250,0,1,"Jamaica Estates","South Queens","Queens"
"1001",10330,3300,0,1,"Flatiron","All Downtown","Manhattan"
"1002",9067,2200,2,1,"Bedford-Stuyvesant","East Brooklyn","Brooklyn"
"1003",8078,3800,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"1004",7575,3500,1,1,"Long Island City","Northwest Queens","Queens"
"1005",5634,6800,4,2,"Midtown East","All Midtown","Manhattan"
"1006",4333,2550,2,1,"Sunnyside","Northwest Queens","Queens"
"1007",6169,4361,3,1,"Williamsburg","North Brooklyn","Brooklyn"
"1008",9318,4450,2,2,"Long Island City","Northwest Queens","Queens"
"1009",5034,1900,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"1010",1762,16000,2,2,"Greenwich Village","All Downtown","Manhattan"
"1011",552,3750,1,1,"Midtown","All Midtown","Manhattan"
"1012",10925,3195,1,1,"Upper West Side","All Upper West Side","Manhattan"
"1013",1004,4700,1,1,"Chelsea","All Downtown","Manhattan"
"1014",9662,2805,0,1,"Financial District","All Downtown","Manhattan"
"1015",7500,3200,1,1,"DUMBO","Northwest Brooklyn","Brooklyn"
"1016",4952,4150,0,1,"Tribeca","All Downtown","Manhattan"
"1017",8057,3515,1,1,"Financial District","All Downtown","Manhattan"
"1018",677,5850,1,1,"Midtown East","All Midtown","Manhattan"
"1019",4647,3850,1,1,"Midtown East","All Midtown","Manhattan"
"1020",295,6350,1,2,"Chelsea","All Downtown","Manhattan"
"1021",1151,3300,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"1022",7388,4000,1,1,"Midtown South","All Midtown","Manhattan"
"1023",153,5250,3,3,"Hamilton Heights","All Upper Manhattan","Manhattan"
"1024",2581,3645,1,1,"Upper West Side","All Upper West Side","Manhattan"
"1025",5493,3725,1,1,"Midtown West","All Midtown","Manhattan"
"1026",5011,2695,2,1,"East Harlem","All Upper Manhattan","Manhattan"
"1027",2949,2650,1,1,"Upper East Side","All Upper East Side","Manhattan"
"1028",1983,1995,2,1,"Central Harlem","All Upper Manhattan","Manhattan"
"1029",3457,6500,2,2,"Chelsea","All Downtown","Manhattan"
"1030",9801,2650,1,1,"Brooklyn Heights","Northwest Brooklyn","Brooklyn"
"1031",4055,3700,1,1,"Midtown West","All Midtown","Manhattan"
"1032",6975,4500,1,1,"Gramercy Park","All Downtown","Manhattan"
"1033",8197,3350,0,1,"Financial District","All Downtown","Manhattan"
"1034",6228,5999,2,2,"Midtown East","All Midtown","Manhattan"
"1035",5383,2800,0,1,"Financial District","All Downtown","Manhattan"
"1036",878,4350,1,1,"Flatiron","All Downtown","Manhattan"
"1037",189,4299,1,1,"Brooklyn Heights","Northwest Brooklyn","Brooklyn"
"1038",2590,2400,3,1,"Ditmas Park","South Brooklyn","Brooklyn"
"1039",9545,2600,0.5,1,"Midtown West","All Midtown","Manhattan"
"1040",5157,3800,0,1,"Upper East Side","All Upper East Side","Manhattan"
"1041",10342,2500,2,1,"Central Harlem","All Upper Manhattan","Manhattan"
"1042",402,2640,0,1,"Williamsburg","North Brooklyn","Brooklyn"
"1043",2411,2800,0,1,"Midtown","All Midtown","Manhattan"
"1044",9957,2850,0,1,"Midtown East","All Midtown","Manhattan"
"1045",6047,6118,1,1,"Tribeca","All Downtown","Manhattan"
"1046",1643,5995,2,2,"Midtown East","All Midtown","Manhattan"
"1047",8119,2300,0,1,"Clinton Hill","Northwest Brooklyn","Brooklyn"
"1048",338,3850,1,1,"Midtown East","All Midtown","Manhattan"
"1049",8276,5395,1,1,"East Village","All Downtown","Manhattan"
"1050",6987,2400,0,1,"Downtown Brooklyn","Northwest Brooklyn","Brooklyn"
"1051",5617,5575,3,2,"Long Island City","Northwest Queens","Queens"
"1052",4224,3750,3,1,"Upper East Side","All Upper East Side","Manhattan"
"1053",10744,1443,1,1,"Central Harlem","All Upper Manhattan","Manhattan"
"1054",8727,2795,1,1,"Upper West Side","All Upper West Side","Manhattan"
"1055",558,4500,4,2,"Morningside Heights","All Upper Manhattan","Manhattan"
"1056",3543,2300,0,1,"Downtown Brooklyn","Northwest Brooklyn","Brooklyn"
"1057",2135,3600,2,2,"Upper West Side","All Upper West Side","Manhattan"
"1058",7648,3750,0,1,"East Village","All Downtown","Manhattan"
"1059",9907,3800,3,1,"Upper East Side","All Upper East Side","Manhattan"
"1060",8512,12000,3.5,2,"West Village","All Downtown","Manhattan"
"1061",3656,2950,1,1,"Columbia St Waterfront District","Northwest Brooklyn","Brooklyn"
"1062",3780,5155,1,1,"Midtown East","All Midtown","Manhattan"
"1063",10845,2300,3,1,"Bay Ridge","South Brooklyn","Brooklyn"
"1064",935,2500,2,1,"Central Harlem","All Upper Manhattan","Manhattan"
"1065",6880,2250,0,1,"Midtown East","All Midtown","Manhattan"
"1066",7357,3750,1,1,"Midtown South","All Midtown","Manhattan"
"1067",4769,4995,1,1,"Gramercy Park","All Downtown","Manhattan"
"1068",7600,4198,0,1,"Financial District","All Downtown","Manhattan"
"1069",10986,7500,1,1,"Midtown","All Midtown","Manhattan"
"1070",3805,2600,1,1,"Clinton Hill","Northwest Brooklyn","Brooklyn"
"1071",1268,3385,3,2,"Crown Heights","East Brooklyn","Brooklyn"
"1072",1870,3000,3,1,"Washington Heights","All Upper Manhattan","Manhattan"
"1073",5384,3093,0,1,"Midtown West","All Midtown","Manhattan"
"1074",294,11000,3,3,"Tribeca","All Downtown","Manhattan"
"1075",3696,4195,1,1,"Upper East Side","All Upper East Side","Manhattan"
"1076",5806,2700,0,1,"Financial District","All Downtown","Manhattan"
"1077",2152,2499,2,1,"Upper West Side","All Upper West Side","Manhattan"
"1078",3031,3865,1,1,"East Harlem","All Upper Manhattan","Manhattan"
"1079",6942,5935,1,1,"Tribeca","All Downtown","Manhattan"
"1080",5792,4950,1,2,"Midtown West","All Midtown","Manhattan"
"1081",10979,4600,1,1,"Upper West Side","All Upper West Side","Manhattan"
"1082",612,8500,3,2,"Upper West Side","All Upper West Side","Manhattan"
"1083",10345,3350,2,1,"East Village","All Downtown","Manhattan"
"1084",6298,1800,1,1,"Bay Ridge","South Brooklyn","Brooklyn"
"1085",1943,3550,1,1,"Upper West Side","All Upper West Side","Manhattan"
"1086",7277,4500,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"1087",3111,4595,2,2,"Carroll Gardens","Northwest Brooklyn","Brooklyn"
"1088",5900,4600,1,1,"Gramercy Park","All Downtown","Manhattan"
"1089",480,2760,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"1090",2820,4850,2,2,"Financial District","All Downtown","Manhattan"
"1091",8432,3150,1,1,"Midtown East","All Midtown","Manhattan"
"1092",6324,3400,1,1,"Midtown West","All Midtown","Manhattan"
"1093",9001,2200,1,1,"Upper West Side","All Upper West Side","Manhattan"
"1094",10141,3300,1,1,"Financial District","All Downtown","Manhattan"
"1095",4995,2795,2,2,"Kew Gardens","Northeast Queens","Queens"
"1096",10644,7000,3,2,"Upper East Side","All Upper East Side","Manhattan"
"1097",4161,3850,0,1,"Chelsea","All Downtown","Manhattan"
"1098",3313,6500,1,1,"Upper East Side","All Upper East Side","Manhattan"
"1099",773,12000,3,3,"Battery Park City","All Downtown","Manhattan"
"1100",4758,2975,0,1,"West Village","All Downtown","Manhattan"
"1101",11151,3100,0,1,"Midtown","All Midtown","Manhattan"
"1102",5386,2990,0,1,"Midtown West","All Midtown","Manhattan"
"1103",717,6995,2,2,"Upper East Side","All Upper East Side","Manhattan"
"1104",7672,3229,0,1,"Upper West Side","All Upper West Side","Manhattan"
"1105",11004,1825,1,1,"Jackson Heights","Central Queens","Queens"
"1106",7250,2225,2,1,"Astoria","Northwest Queens","Queens"
"1107",4716,3250,1,1,"Midtown East","All Midtown","Manhattan"
"1108",7967,2530,1,1,"Clinton Hill","Northwest Brooklyn","Brooklyn"
"1109",5057,3254,0,1,"Flatiron","All Downtown","Manhattan"
"1110",1371,8950,2,2,"Chelsea","All Downtown","Manhattan"
"1111",7918,3495,1,1,"Midtown East","All Midtown","Manhattan"
"1112",8122,2495,3,1,"Bedford-Stuyvesant","East Brooklyn","Brooklyn"
"1113",9321,3495,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"1114",8592,4850,2,2,"Financial District","All Downtown","Manhattan"
"1115",7217,4995,1,1,"Midtown East","All Midtown","Manhattan"
"1116",221,2900,1,1,"Midtown West","All Midtown","Manhattan"
"1117",3302,3184,1,1,"Upper West Side","All Upper West Side","Manhattan"
"1118",3520,3850,2,2,"Williamsburg","North Brooklyn","Brooklyn"
"1119",2006,2950,1,1,"Flushing","Northeast Queens","Queens"
"1120",5980,3000,0,1,"Greenwich Village","All Downtown","Manhattan"
"1121",10853,13500,4,3,"Carroll Gardens","Northwest Brooklyn","Brooklyn"
"1122",5351,10400,3,2,"Upper West Side","All Upper West Side","Manhattan"
"1123",8284,4500,3,2,"Williamsburg","North Brooklyn","Brooklyn"
"1124",7452,1590,1,1,"Woodside","Central Queens","Queens"
"1125",5896,2500,0,1,"Crown Heights","East Brooklyn","Brooklyn"
"1126",4972,3500,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"1127",9316,2100,0,1,"Upper East Side","All Upper East Side","Manhattan"
"1128",7786,2050,2,1,"Astoria","Northwest Queens","Queens"
"1129",5519,3160,0,1,"Midtown West","All Midtown","Manhattan"
"1130",10360,3308,0,1,"Upper West Side","All Upper West Side","Manhattan"
"1131",2773,4195,2,2,"Williamsburg","North Brooklyn","Brooklyn"
"1132",6706,3500,0,1,"Midtown West","All Midtown","Manhattan"
"1133",10943,4846,2,1,"Gramercy Park","All Downtown","Manhattan"
"1134",9208,9400,3,2,"Williamsburg","North Brooklyn","Brooklyn"
"1135",2864,2550,2,1,"Bushwick","East Brooklyn","Brooklyn"
"1136",10781,2300,1,1,"East Harlem","All Upper Manhattan","Manhattan"
"1137",1035,2750,0,1,"Midtown West","All Midtown","Manhattan"
"1138",2907,2695,0,1,"Financial District","All Downtown","Manhattan"
"1139",1046,6995,2,2,"Upper West Side","All Upper West Side","Manhattan"
"1140",9075,6000,2,2,"Midtown East","All Midtown","Manhattan"
"1141",2980,2800,2,1,"Astoria","Northwest Queens","Queens"
"1142",8585,2620,0.5,1,"Financial District","All Downtown","Manhattan"
"1143",4524,5100,2,2,"Williamsburg","North Brooklyn","Brooklyn"
"1144",8688,4895,2,0,"Midtown East","All Midtown","Manhattan"
"1145",2177,2600,1,1,"Rego Park","Central Queens","Queens"
"1146",3050,3369,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"1147",9783,3250,1,1,"Morningside Heights","All Upper Manhattan","Manhattan"
"1148",7085,3498,0,1,"Flatiron","All Downtown","Manhattan"
"1149",10619,2700,2,1,"Astoria","Northwest Queens","Queens"
"1150",1509,1990,1,1,"Midtown East","All Midtown","Manhattan"
"1151",3053,2650,0,1,"Midtown","All Midtown","Manhattan"
"1152",6071,5795,2,2,"Upper East Side","All Upper East Side","Manhattan"
"1153",1517,7500,2,2,"Midtown East","All Midtown","Manhattan"
"1154",216,2775,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"1155",7818,2600,1,1,"Midtown East","All Midtown","Manhattan"
"1156",9850,6725,1,1,"Upper West Side","All Upper West Side","Manhattan"
"1157",5456,3200,0,1,"Battery Park City","All Downtown","Manhattan"
"1158",1033,3029,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"1159",8807,20000,3,3,"Soho","All Downtown","Manhattan"
"1160",7320,3640,1,1,"Midtown West","All Midtown","Manhattan"
"1161",895,4500,2,1,"Midtown West","All Midtown","Manhattan"
"1162",4008,5600,2,2,"Upper West Side","All Upper West Side","Manhattan"
"1163",6062,3900,2,1,"Midtown","All Midtown","Manhattan"
"1164",1778,3285,1,1,"Upper West Side","All Upper West Side","Manhattan"
"1165",956,2850,0,1,"Midtown East","All Midtown","Manhattan"
"1166",9620,3950,1,1,"Upper East Side","All Upper East Side","Manhattan"
"1167",5820,2775,0,1,"Financial District","All Downtown","Manhattan"
"1168",6662,3840,1,1,"Midtown East","All Midtown","Manhattan"
"1169",3715,4800,3,2,"Brooklyn Heights","Northwest Brooklyn","Brooklyn"
"1170",6805,2100,1,1,"Midtown West","All Midtown","Manhattan"
"1171",4904,5295,2,2,"DUMBO","Northwest Brooklyn","Brooklyn"
"1172",6520,2295,0,1,"Gramercy Park","All Downtown","Manhattan"
"1173",4053,3700,1.5,1,"Midtown East","All Midtown","Manhattan"
"1174",7547,3550,1,1,"Upper West Side","All Upper West Side","Manhattan"
"1175",2267,8500,2,2,"Tribeca","All Downtown","Manhattan"
"1176",5937,5500,1,1,"Tribeca","All Downtown","Manhattan"
"1177",1945,2395,1,1,"Greenpoint","North Brooklyn","Brooklyn"
"1178",368,5345,2,2,"Upper East Side","All Upper East Side","Manhattan"
"1179",7503,5150,1,1,"Flatiron","All Downtown","Manhattan"
"1180",1691,3965,1,1,"Midtown East","All Midtown","Manhattan"
"1181",9125,2995,1,2,"Bedford-Stuyvesant","East Brooklyn","Brooklyn"
"1182",4915,4400,2,1,"Midtown East","All Midtown","Manhattan"
"1183",9802,5250,3,2,"Clinton Hill","Northwest Brooklyn","Brooklyn"
"1184",8845,5340,2,2,"Midtown East","All Midtown","Manhattan"
"1185",11124,2100,0,1,"Upper West Side","All Upper West Side","Manhattan"
"1186",9798,7250,3,2,"Upper West Side","All Upper West Side","Manhattan"
"1187",7117,2975,0,1,"Williamsburg","North Brooklyn","Brooklyn"
"1188",8269,2850,1,1,"Midtown South","All Midtown","Manhattan"
"1189",1941,1987,1,1,"Washington Heights","All Upper Manhattan","Manhattan"
"1190",971,3600,1,1,"Battery Park City","All Downtown","Manhattan"
"1191",11244,4795,3,1,"Williamsburg","North Brooklyn","Brooklyn"
"1192",8415,3300,1.5,1,"Midtown West","All Midtown","Manhattan"
"1193",7606,3795,0,1,"Chelsea","All Downtown","Manhattan"
"1194",3262,2400,2,1,"Washington Heights","All Upper Manhattan","Manhattan"
"1195",864,4410,1,1,"Upper East Side","All Upper East Side","Manhattan"
"1196",5581,9250,3,3,"Upper West Side","All Upper West Side","Manhattan"
"1197",395,3230,2,2,"East Harlem","All Upper Manhattan","Manhattan"
"1198",2036,3500,1,1,"Upper East Side","All Upper East Side","Manhattan"
"1199",8393,4000,1,1,"Midtown East","All Midtown","Manhattan"
"1200",4073,3813,0,1,"Financial District","All Downtown","Manhattan"
"1201",7349,2450,2,1,"Bushwick","East Brooklyn","Brooklyn"
"1202",388,3750,1,1,"Financial District","All Downtown","Manhattan"
"1203",10394,4500,3,1,"Williamsburg","North Brooklyn","Brooklyn"
"1204",7196,2650,2,1,"Boerum Hill","Northwest Brooklyn","Brooklyn"
"1205",7813,4350,3,1,"Williamsburg","North Brooklyn","Brooklyn"
"1206",3372,3100,3,1,"Bedford-Stuyvesant","East Brooklyn","Brooklyn"
"1207",3213,4085,2,2,"Long Island City","Northwest Queens","Queens"
"1208",1611,4590,1,1,"Upper East Side","All Upper East Side","Manhattan"
"1209",10959,4056,2,1,"Upper West Side","All Upper West Side","Manhattan"
"1210",4461,7250,4,3,"Upper East Side","All Upper East Side","Manhattan"
"1211",10570,3595,2,1,"Lower East Side","All Downtown","Manhattan"
"1212",3658,3370,1,1,"Downtown Brooklyn","Northwest Brooklyn","Brooklyn"
"1213",7757,8500,2,1,"Upper West Side","All Upper West Side","Manhattan"
"1214",8387,2950,1,1,"Upper East Side","All Upper East Side","Manhattan"
"1215",6779,3600,1,1,"Financial District","All Downtown","Manhattan"
"1216",6140,3730,1,1,"Financial District","All Downtown","Manhattan"
"1217",2349,3100,0,1,"Greenwich Village","All Downtown","Manhattan"
"1218",5078,1832,1,1,"Coney Island","South Brooklyn","Brooklyn"
